Perceptron Bipolarny;
0.4;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B198:M198);
0.3;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B199:M199);
0.25;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B200:M200);
0.2;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B201:M201);
0.15;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B202:M202);
0.1;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B203:M203);
0.05;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B204:M204);
0.04;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B205:M205);
0.03;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B206:M206);
0.02;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B207:M207);
0.01;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B208:M208);
Srednia:;=ŒREDNIA(B193:B208);=ŒREDNIA(C193:C208);=ŒREDNIA(D193:D208);=ŒREDNIA(E193:E208);=ŒREDNIA(F193:F208);=ŒREDNIA(G193:G208);=ŒREDNIA(H193:H208);=ŒREDNIA(I193:I208);=ŒREDNIA(J193:J208);=ŒREDNIA(K193:K208);=ŒREDNIA(L193:L208);=ŒREDNIA(M193:M208);=ŒREDNIA(N193:N208);
Perceptron Adaline unipolarny - nie nauczono;
ucz/max;1;0.9;0.8;0.7;0.6;0.5;0.4;0.3;0.2;0.1;0.05;0.01;Œrednia:;
0.9;2;2;5;2;2;4;5;3;1;4;6;2;=ŒREDNIA(B212:M212);
0.8;13;15;9;11;11;9;11;8;12;9;8;8;=ŒREDNIA(B213:M213);
0.7;25;33;22;27;31;28;30;27;30;27;34;19;=ŒREDNIA(B214:M214);
0.6;38;43;39;44;49;47;43;38;44;47;43;49;=ŒREDNIA(B215:M215);
0.5;32;33;34;33;38;32;30;27;34;29;30;27;=ŒREDNIA(B216:M216);
0.4;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B217:M217);
0.3;0;0;0;0;0;0;0;0;0;0;0;0;=ŒREDNIA(B218:M218);
0.25;100;100;100;100;100;100;100;100;100;100;100;100;=ŒREDNIA(B219:M219);
0.2;100;100;100;100;100;100;100;100;100;100;100;100;=ŒREDNIA(B220:M220);
0.15;100;100;100;100;100;100;100;100;100;100;100;100;=ŒREDNIA(B221:M221);
0.1;100;100;100;100;100;100;100;100;100;100;100;100;=ŒREDNIA(B222:M222);
0.05;97;97;95;98;99;100;99;100;100;100;100;100;=ŒREDNIA(B223:M223);
0.04;96;98;99;99;98;100;100;98;100;100;100;100;=ŒREDNIA(B224:M224);
0.03;99;96;97;96;95;96;98;100;100;100;100;100;=ŒREDNIA(B225:M225);
0.02;96;93;94;96;93;98;95;99;100;100;100;100;=ŒREDNIA(B226:M226);
0.01;95;92;91;96;95;95;95;96;97;98;99;100;=ŒREDNIA(B227:M227);
Srednia:;=ŒREDNIA(B212:B227);=ŒREDNIA(C212:C227);=ŒREDNIA(D212:D227);=ŒREDNIA(E212:E227);=ŒREDNIA(F212:F227);=ŒREDNIA(G212:G227);=ŒREDNIA(H212:H227);=ŒREDNIA(I212:I227);=ŒREDNIA(J212:J227);=ŒREDNIA(K212:K227);=ŒREDNIA(L212:L227);=ŒREDNIA(M212:M227);=ŒREDNIA(N212:N227);
