Perceptron Bipolarny;;;;;;;;;;;;;
0,2;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
0,15;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
0,1;1998;2000;2000;1998;2000;2000;2000;2000;2000;2000;2000;2000;1999,666667
0,05;1962,02;1954,02;1954,03;1968,02;1988,01;1994;1988,01;1996;2000;2000;2000;2000;1983,675833
0,04;1928,04;1934,04;1962,02;1968,02;1972,01;1988,01;1980,01;1994;1998;2000;2000;2000;1977,0125
0,03;1916,06;1940,04;1948,04;1942,04;1948,04;1966,02;1978,01;1966,02;1986,01;2000;2000;2000;1965,856667
0,02;1876,15;1904,09;1930,07;1910,09;1922,07;1940,05;1930,06;1956,03;1978,01;1994;2000;2000;1945,051667
0,01;1880,26;1892,17;1872,25;1876,23;1898,16;1910,13;1906,14;1900,11;1950,04;1970,02;1994;2000;1920,7925
Srednia:;1149,12775;1151,854063;1155,056625;1154,067375;1159,2855;1163,944563;1162,188438;1164,045188;1170,67475;1174,260438;1176,428313;1177,05725;1163,165854
Perceptron Adaline Unipolarny wariancja;;;;;;;;;;;;;
ucz/max;1;0,9;0,8;0,7;0,6;0,5;0,4;0,3;0,2;0,1;0,05;0,01;Œrednia:
0,9;14888,7;11336,1;11200,4;11137,2;10962,7;11235,2;11271,3;11227,7;14898,6;11177,8;11127,9;11230,2;11807,81667
0,8;91656,3;68666,9;50906,9;54277,1;51903,4;64906,3;57775,1;61342,2;57757,5;61481,1;58136,5;61725,8;61711,25833
0,7;83589,1;89276,5;107539;98770,4;108870;111530;102884;102662;97029,7;97898,1;96844;96788,6;99473,45
0,6;82451,7;78863,7;81833,5;79721,8;78762,8;80134;81290,8;80089,9;80478,5;79793,7;80919,4;81425,6;80480,45
0,5;27772,2;19864,2;23828,2;7968,04;11940,1;7960,07;31753,5;17274,3;13270,9;3912,52;3845,59;0;14115,80167
0,4;608,261;631,379;554,322;665,993;631,016;621,379;610,798;623,954;561,003;660,888;631,051;626,055;618,8415833
0,3;12,0644;9,02047;9,43732;9,54868;10,5014;11,1775;10,0244;9,03042;8,3534;9,45904;9,7079;9,26675;9,799306667
0,25;3830,02;3264,24;3801,41;3734,8;3939,91;3345,42;3595,68;3643,57;3435,76;3851,3;3609,49;3495,5;3628,925
0,2;0;0;0;0;0;0;0;0;0;0;0;0;0
0,15;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;3992;0;0;3992;0;0;0;0;0;0;0;0;665,3333333
0,05;74477,5;89790,2;89774,6;62913;23832,1;11952;23832,1;7976,02;0;0;0;0;32045,62667
0,04;138643;127501;74457,9;62901,2;55156,9;23828,2;39560,4;11952;3992;0;0;0;44832,71667
0,03;160695;116225;101125;112488;101152;66765,4;43464,6;66773,2;27776,2;0;0;0;66372,03333
0,02;232043;182453;134834;171545;149636;116210;134872;85958,4;43464,6;11952;0;0;105247,3333
0,01;224605;203675;238682;231777;192978;171408;178642;189567;97332,4;59025,2;11952;0;149970,3
Srednia:;71203,99034;61972,26497;57409,16683;56368,81761;49360,96421;41869,19666;44347,6439;39943,70465;27500,34478;20610,12919;16692,22743;15956,31386;41936,23037
Perceptron Bipolarny - nie nauczono;;;;;;;;;;;;;
ucz/max;1;0,9;0,8;0,7;0,6;0,5;0,4;0,3;0,2;0,1;0,05;0,01;Œrednia:
0,9;0;0;0;0;0;0;0;0;0;0;0;0;0
0,8;0;0;0;0;0;0;0;0;0;0;0;0;0
0,7;0;0;0;0;0;0;0;0;0;0;0;0;0
0,6;0;0;0;0;0;0;0;0;0;0;0;0;0
0,5;0;0;0;0;0;0;0;0;0;0;0;0;0
0,4;0;0;0;0;0;0;0;0;0;0;0;0;0
0,3;0;0;0;0;0;0;0;0;0;0;0;0;0
0,25;0;0;0;0;0;0;0;0;0;0;0;0;0
0,2;0;0;0;0;0;0;0;0;0;0;0;0;0
0,15;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0;0;0;0;0;0;0;0;0;0;0;0;0
0,05;0;0;0;0;0;0;0;0;0;0;0;0;0
0,04;0;0;0;0;0;0;0;0;0;0;0;0;0
0,03;0;0;0;0;0;0;0;0;0;0;0;0;0
0,02;0;0;0;0;0;0;0;0;0;0;0;0;0
0,01;0;0;0;0;0;0;0;0;0;0;0;0;0
Srednia:;0;0;0;0;0;0;0;0;0;0;0;0;0
Perceptron Unipolarny - nie nauczono;;;;;;;;;;;;;
ucz/max;1;0,9;0,8;0,7;0,6;0,5;0,4;0,3;0,2;0,1;0,05;0,01;Œrednia:
0,9;0;0;0;0;0;0;0;0;0;0;0;0;0
0,8;0;0;0;0;0;0;0;0;0;0;0;0;0
0,7;0;0;0;0;0;0;0;0;0;0;0;0;0
0,6;0;0;0;0;0;0;0;0;0;0;0;0;0
0,5;0;0;0;0;0;0;0;0;0;0;0;0;0
0,4;0;0;0;0;0;0;0;0;0;0;0;0;0
0,3;0;0;0;0;0;0;0;0;0;0;0;0;0
0,25;0;0;0;0;0;0;0;0;0;0;0;0;0
0,2;0;0;0;0;0;0;0;0;0;0;0;0;0
0,15;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0;0;0;0;0;0;0;0;0;0;0;0;0
0,05;0;0;0;0;0;0;0;0;0;0;0;0;0
0,04;0;0;0;0;0;0;0;0;0;0;0;0;0
0,03;0;0;0;0;0;0;0;0;0;0;0;0;0
0,02;0;0;0;0;0;0;0;0;0;0;0;0;0
0,01;0;0;0;0;0;0;0;0;0;0;0;0;0
Srednia:;0;0;0;0;0;0;0;0;0;0;0;0;0
Perceptron Adaline Bipolarny - nie nauczono;;;;;;;;;;;;;
ucz/max;1;0,9;0,8;0,7;0,6;0,5;0,4;0,3;0,2;0,1;0,05;0,01;Œrednia:
0,9;0;0;0;0;0;0;0;0;0;0;0;0;0
0,8;0;0;0;0;0;0;0;0;0;0;0;0;0
0,7;0;0;0;0;0;0;0;0;0;0;0;0;0
0,6;0;0;0;0;0;0;0;0;0;0;0;0;0
0,5;0;0;0;0;0;0;0;0;0;0;0;0;0
0,4;0;0;0;0;0;0;0;0;0;0;0;0;0
0,3;0;0;0;0;0;0;0;0;0;0;0;0;0
0,25;0;0;0;0;0;0;0;0;0;0;0;0;0
0,2;0;0;0;0;0;0;0;0;0;0;0;0;0
0,15;0;0;0;0;0;0;0;0;0;0;0;0;0
0,1;0;0;0;0;0;0;0;0;0;0;0;0;0
0,05;0;0;0;0;0;0;0;0;0;0;0;0;0
0,04;0;0;0;0;0;0;0;0;0;0;0;0;0
0,03;0;0;0;0;0;0;0;0;0;0;0;0;0
0,02;0;0;0;0;0;0;0;0;0;0;0;0;0
0,01;0;0;0;0;0;0;0;0;0;0;0;0;0
Srednia:;0;0;0;0;0;0;0;0;0;0;0;0;0
Perceptron Adaline unipolarny - nie nauczono;;;;;;;;;;;;;
ucz/max;1;0,9;0,8;0,7;0,6;0,5;0,4;0,3;0,2;0,1;0,05;0,01;Œrednia:
0,9;3;2;2;2;2;2;2;2;3;2;2;2;2,166666667
0,8;23;16;11;12;11;15;13;14;13;14;13;14;14,08333333
0,7;17;19;25;22;25;26;23;23;21;21;21;21;22
0,6;1;0;0;0;0;0;0;0;0;0;0;0;0,083333333
0,5;993;995;994;998;997;998;991;995;996;999;999;1000;996,25
0,4;0;0;0;0;0;0;0;0;0;0;0;0;0
0,3;0;0;0;0;0;0;0;0;0;0;0;0;0
0,25;0;0;0;0;0;0;0;0;0;0;0;0;0
0,2;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
0,15;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
0,1;999;1000;1000;999;1000;1000;1000;1000;1000;1000;1000;1000;999,8333333
0,05;981;977;977;984;994;997;994;998;1000;1000;1000;1000;991,8333333
0,04;964;967;981;984;986;994;990;997;999;1000;1000;1000;988,5
0,03;958;970;974;971;974;983;989;983;993;1000;1000;1000;982,9166667
0,02;938;952;965;955;961;970;965;978;989;997;1000;1000;972,5
0,01;940;946;936;938;949;955;953;950;975;985;997;1000;960,3333333
Srednia:;551,0625;552,75;554,0625;554,0625;556,1875;558,75;557,5;558,75;561,8125;563,625;564,5;564,8125;558,15625
